Synonym	ID	Precursor m/z	Mass error (ppm)	RT (min)	Formula	Adduct	Tanimoto similarity	InChIKey planar	log2(FC)	P-value	Q-value	Class
caffeine	1469	195.087	-3.3	2	C8H10N4O2	[M + H]+	1	RYYVLZVUVIJVGH	0.147796665182664	0.676881002258346	0.868394075864983	Xanthines
beta-D-galactosyl-cholate	1090	593.3326	4.9	4.2	C30H50O10	[M + Na]+	0.6	ACXJWSBMVQOROW	0.163238059557415	0.67875449602992	0.868582277960212	Diterpene glycosides
Bionectriol B	6861	625.3934	1.8	7.1	C32H58O10	[M + Na]+	0.61	DFKXOXPJORCGPM	0.246423508870846	0.678775570086342	0.868582277960212	Diterpene glycosides
HO-PEG10-OH	1217	476.3055	-2.3	3.1	C20H42O11	[M + H3N + H]+	0.9	DTPCFIHYWYONMD	-0.0851277604235032	0.678030592645228	0.868582277960212	Polyethylene glycols
[(2S)-2-hexanoyloxy-3-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropyl] nonanoate	1675	493.2978	-6	3.8	C24H44O10	[M + H]+	0.64	QNADSIHDGREOQZ	-0.0644716823858162	0.678855919544727	0.868582277960212	Glycosyldiacylglycerols
(3R,5S,6S)-6-[(2R,4S,5R)-5-[(2S,5R)-5-[(2S,4R,5R,6R,7R,9R)-9-[[(2R,5S,6R)-6-[(1R)-1-carboxyethyl]-5-methyloxan-2-yl]methyl]-7-methoxy-2,4,6-trimethyl-1,10-dioxaspiro[4.5]decan-2-yl]-2-methyloxolan-2-yl]-4-methyloxolan-2-yl]-2,6-dihydroxy-3,5-dimethylhexanoic acid	3401	741.4796	1.6	7.6	C40H68O12	[M + H]+	0.64	BUFITMSAMBLAJZ	0.0858988295287726	0.688840590985477	0.871208001829572	Medium-chain hydroxy acids and derivatives
2,3-Seco-5-androstan-17-one-2,3-dicarboxylic acid	6535	359.1836	1.9	5.1	C19H28O5	[M + Na]+	0.51	CEUQHWSIXGFNGI	0.0785034660451933	0.685452240522948	0.871208001829572	Prostaglandins and related compounds
Tamsulosinum	830	409.1782	-2.5	3.7	C20H28N2O5S	[M + H]+	0.98	DRHKJLXJIQTDTD	0.351190324649423	0.689458162012007	0.871208001829572	Amphetamines and derivatives
IILSBUXFTVZCJS-DPROJNMLSA-	1418	479.2965	-8	7.8	C27H42O7	[M + H]+	0.53	IILSBUXFTVZCJS	-0.0757493539016658	0.682523997682532	0.871208001829572	Pentahydroxy bile acids, alcohols and derivatives
ketocholesterol	5472	401.342	1.5	5.9	C27H44O2	[M + H]+	0.76	JUGXQEJPWDYOJV	0.152544817719053	0.688151663272043	0.871208001829572	Monohydroxy bile acids, alcohols and derivatives
O-Tolylaceticacid	4862	151.0745	-5.6	2.9	C9H10O2	[M + H]+	0.59	RZWGTXHSYZGXKF	0.104562367785977	0.686248031716745	0.871208001829572	Toluenes
Gallicynoic Acid H	6806	285.2056	-1.6	5.3	C16H28O4	[M + H]+	0.71	VAEJVKIWYRYFDG	-0.225856958624769	0.691951202771314	0.871208001829572	Long-chain fatty acids
Diacetyleleganodiol	5447	359.1598	-6	5	C19H28O4	[M + K]+	0.54	VCCQYOUFYQWLLH	0.0785034660451933	0.685452240522948	0.871208001829572	Germacrane sesquiterpenoids
8-Ohcg	905	599.2237	0.2	3.6	C30H34N2O11	[M + H]+	0.77	VNOMSNHAOHVOPZ	0.48806933892325	0.687394045081469	0.871208001829572	Phenolic glycosides
Dimethyl2-allylmalonate	7143	195.0614	-7.1	1.1	C8H12O4	[M + Na]+	0.52	VZNFVLWVVHHMBG	0.112524285521002	0.685933440404288	0.871208001829572	Fatty acid esters
3alpha,12beta-Dihydroxy-5alpha-cholan-24-oic acid Methyl ester	2124	429.299	3.4	5.9	C25H42O4	[M + Na]+	0.63	ZHUOOEGSSFNTNP	-0.0767715979501031	0.686108650152177	0.871208001829572	Dihydroxy bile acids, alcohols and derivatives
PoxnoPC	622	650.4379	-1.9	7.7	C33H64NO9P	[M + H]+	0.98	PPTNNIINSOQWCE	-0.0470738916324009	0.693904282647514	0.871780455562977	Phosphatidylcholines
10,16-dihydroxypalmitate	3650	311.2216	7.3	4.9	C16H32O4	[M + Na]+	0.55	VJZBXAQGWLMYMS	-0.127495902949768	0.69489053587101	0.871780455562977	Long-chain fatty acids
1-o-hexadecyl-2-eicosapentaenoyl-sn-glycero-3-phosphocholine	4810	766.5723	-3	8.1	C44H80NO7P	[M + H]+	1	YHSSHPWVFALMBA	0.136802824336894	0.694882811574382	0.871780455562977	Glycerophosphocholines
(3R,4S)-3-Hydroxy-4-[N-(4-methoxybenzoyl)-D-Thr-Gly-amino]-5-(4-hydroxyphenyl)pentanoic acid methyl ester	4423	570.1864	2.7	2.6	C26H33N3O9	[M + K]+	0.5	ZMONQYLFROSDFP	-0.207995513416955	0.706613926157723	0.878213734418451	Peptides
PAz-PC	617	666.4326	-2.3	7.2	C33H64NO10P	[M + H]+	0.96	GHQQYDSARXURNG	-0.054238520503652	0.716221776725669	0.882625894336051	Phosphatidylcholines
Prenormin	1919	267.1694	-3.4	0.7	C14H22N2O3	[M + H]+	0.98	METKIMKYRPQLGS	0.606413053300703	0.7166041330214	0.882625894336051	Phenylacetamides
phosphocholine	492	184.0739	3.2	8	C5H14NO4P	[M + H]+	0.93	YHHSONZFOIEMCP	-0.0704737298589662	0.716303151070013	0.882625894336051	Phosphocholines
Ethyl 11-oxo-2,3,6,7-tetrahydro-1H,5H,11H-pyrano[2,3-f]pyrido[3,2,1-ij]quinoline-10-carboxylate	6709	314.1384	-1	5.5	C18H19NO4	[M + H]+	0.73	VMJKUPWQKZFFCX	0.27024441756592	0.7173378303074	0.882933198491761	Coumarins and derivatives
N-benzyl-N-methylpentadecan-1-amine	1478	332.3331	5.7	6.9	C23H41N	[M + H]+	0.61	YMMNFUJNCOWQRX	0.0465440413697902	0.718395006800082	0.88340900027313	Phenylmethylamines
myristoleate	1758	227.2012	2.6	7	C14H26O2	[M + H]+	0.67	YWWVWXASSLXJHU	0.0543050443434006	0.721918722333831	0.88588074709	Long-chain fatty acids
Glycodeoxycholate	869	450.3204	-2.3	5.3	C26H43NO5	[M + H]+	0.98	WVULKSPCQVQLCU	0.10961894803726	0.722208179641471	0.885937851043541	Glycinated bile acids and derivatives
ent-16-A1-PhytoP	3492	309.2057	-1	5	C18H28O4	[M + H]+	0.65	OXXJZDJLYSMGIQ	-0.139185336559259	0.723227141683238	0.886348596327535	Prostaglandins and related compounds
(2R)-2-[(2R,5S,6R)-6-[(2S,3S,4S,6R)-6-[(3S,5S,7S,9S,10S,12R,15R)-3-[(2R,5R,6S)-5-ethyl-5-hydroxy-6-methyloxan-2-yl]-15-hydroxy-3,10,12-trimethyl-4,6,8-trioxadispiro[4.1.57.35]pentadecan-9-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-4-hydroxy-5-methyloxan-2-yl]butanoic acid	6614	769.5094	-0.4	7.9	C42H72O12	[M + H]+	0.61	WDSPKNKPRKCNBJ	-0.0740031619536916	0.72741238190242	0.889032492224573	Diterpene glycosides
biurate	922	169.0346	-6	0.3	C5H4N4O3	[M + H]+	0.98	LEHOTFFKMJEONL	-0.0460205258738067	0.729265141029437	0.890998314684876	Xanthines
(8alpha,9S,10beta)-Cleroda-3-ene-15,19-diol 15-acetate	3308	373.2721	2.2	5.6	C22H38O3	[M + Na]+	0.52	JXJUDJCWRDJMCG	0.168052069092367	0.730124310940492	0.891057530011852	Colensane and clerodane diterpenoids
Phloracetophenone	2519	169.0487	-5.2	3.9	C8H8O4	[M + H]+	0.63	XLEYFDVVXLMULC	-0.0828440763509638	0.730647718036255	0.891057530011852	Aryl ketones
(9Z,11Z)-13-Oxo-9,11-octadecadienoic acid methyl ester	2720	309.2414	-3.3	7.5	C19H32O3	[M + H]+	0.89	HUDBAHZLUKDZOP	0.0757171783269679	0.73305439831302	0.891655745486428	Lineolic acids and derivatives
HO-PEG7-OH	2355	344.2269	-3	2.5	C14H30O8	[M + H3N + H]+	0.92	XPJRQAIZZQMSCM	0.0684732059712962	0.733186793050593	0.891655745486428	Polyethylene glycols
Stearyldiethanolamine	445	358.3678	-0.6	7	C22H47NO2	[M + H]+	0.56	NDLNTMNRNCENRZ	-0.0475951122465919	0.738265055603842	0.894205465887483	Alkanolamines
(2R,3S,4S,5R,6S,7Z)-1-[(3S)-4beta,6-Dihydroxy-6-ethyltetrahydro-2H-pyran-3alpha-yl]-2-(hydroxymethyl)-3-hydroxy-4,6-dimethyl-4,5-epoxy-7-nonene-1-one	1921	373.2198	-6.1	4.9	C19H32O7	[M + H]+	0.51	VJPJOSSWTOMULO	0.111039038438483	0.741507430318611	0.895304633657259	Oxanes
Enalaprilat	6479	349.1755	-0.9	2.7	C18H24N2O5	[M + H]+	0.89	LZFZMUMEGBBDTC	-0.0696302140512288	0.746763325422826	0.895969119533276	Dipeptides
1-Myristoyl-2-arachidonoyl-sn-glycero-3-phosphocholine	1779	754.5419	5	8.3	C42H76NO8P	[M + H]+	0.92	SRQSAJRUMDQMMS	-0.0679294544173165	0.747088192674104	0.895969119533276	Phosphatidylcholines
1-o-hexadecyl-2-oleoyl-sn-glycero-3-phosphocholine	1172	746.6076	2.3	8.3	C42H84NO7P	[M + H]+	1	SIEDNCDNGMIKST	-0.0540442974103286	0.747506411181162	0.896172216166239	Fatty acid esters
[3-carboxy-2-[(E)-tetradec-9-enoyl]oxypropyl]-trimethylazanium	1492	370.294	-3.1	5.8	C21H39NO4	[M + H]+	0.89	ABVVZYXTZLEOHP	-0.0681408584103602	0.749596243369083	0.897227572105281	Acyl carnitines
Colartin	2496	275.1642	8.9	6	C15H24O3	[M + Na]+	0.59	JVVPNUMNEHBXGD	-0.0564964498833584	0.749171837888039	0.897227572105281	Eudesmanolides, secoeudesmanolides, and derivatives
Picolinoylglycine	4926	181.0607	-0.3	1	C8H8N2O3	[M + H]+	0.69	MNYZGNSHBPLAFN	-0.111965499319968	0.755532802735221	0.900817459568539	Alpha amino acids and derivatives
Mirtazapine-N-oxide	5245	282.1598	-1	3.1	C17H19N3O	[M + H]+	0.62	GAFCUVMEBFTFQJ	-0.156006739734243	0.758508529519762	0.902547525051534	Piperazinoazepines
N-palmitoylhexadecasphinganine	232	512.5023	-2.9	8.8	C32H65NO3	[M + H]+	0.68	GFUGOEQVSHGJMI	-0.0620799511196544	0.760303603091622	0.902639906699652	Long-chain ceramides
Monooleoylglycerol	1042	357.2993	-1.8	7.9	C21H40O4	[M + H]+	1	RZRNAYUHWVFMIP	0.0494936388675171	0.760573740961895	0.902639906699652	Monoacylglycerols
CAS-78-51-3	470	421.2311	-3.4	6.7	C18H39O7P	[M + Na]+	0.99	WTLBZVNBAKMVDP	-0.0417586692974756	0.760024669212594	0.902639906699652	Trialkyl phosphates
Tetracosanoyl-carnitine	3122	512.4681	1.4	8.9	C31H61NO4	[M + H]+	0.95	YDUFZFUYBBPVLJ	-0.0620799511196544	0.760303603091622	0.902639906699652	Acyl carnitines
Avolin	5496	195.0632	-10.3	3.7	C10H10O4	[M + H]+	0.51	NIQCNGHVCWTJSM	-0.0379769162430295	0.762177589964373	0.902944769249189	Benzoic acid esters
HO-PEG8-OH	2388	371.2266	-2.7	2.8	C16H34O9	[M + H]+	0.87	GLZWNFNQMJAZGY	-0.0651460408907365	0.763344664797794	0.903869478090115	Polyethylene glycols
Chenodeoxyglycocholate	1112	450.3207	-1.5	4.8	C26H43NO5	[M + H]+	0.98	GHCZAUBVMUEKKP	0.0762017128396515	0.764602300208474	0.90447764802475	Glycinated bile acids and derivatives
20-Hydroxy-3,6,9,12,15,18-hexaoxaicos-1-yl laurate	2977	531.353	4.9	7.2	C26H52O9	[M + Na]+	0.64	BQQKPNOCOGNCFY	-0.0483425020493442	0.771210000201146	0.908961546670373	Polyethylene glycols
(3a,5b,7a,12a)-24-[(carboxymethyl)amino]-1,12-dihydroxy-24-oxocholan-3-yl-b-D-Glucopyranosiduronic acid	966	642.3483	-0.3	4.4	C32H51NO12	[M + H]+	0.76	BWWWIHHYPYDOJQ	-0.0792448854998653	0.773955349597919	0.909933965178468	Steroid glucuronide conjugates
methyl 5-hydroxy-4-[8-hydroxy-6-(hydroxymethyl)-4-methylocta-2,4-dienoyl]oxy-3-methoxy-6,8,10-trimethyldodec-10-enoate	965	521.3101	3	8.3	C27H46O8	[M + Na]+	0.55	FHMRIBXCMJDJPL	0.0658744784389875	0.776021835914485	0.910777094747664	Fatty alcohol esters
1-palmitoyl-2-(7-hydroxyheptanoyl)-sn-phosphatidylcholine	3479	646.4064	1.5	7.4	C31H62NO9P	[M + Na]+	0.96	GOMSHNWPVLAKPE	-0.0577454093575134	0.776412528766075	0.910777094747664	Phosphatidylcholines
Tetradecanamide	1992	228.2309	-5.6	7	C14H29NO	[M + H]+	0.86	QEALYLRSRQDCRA	0.0552891747712015	0.779332180812851	0.91152410411166	Fatty amides
Carnitin	611	162.1118	-4.3	0.3	C7H15NO3	[M + H]+	0.91	PHIQHXFUZVPYII	0.0320072728238872	0.785024627327672	0.913232796128874	Beta hydroxy acids and derivatives
O-cis-11,12-methyleneoctadecanoyl-L-carnitine	1438	478.3335	8.6	8.5	C26H49NO4	[M + K]+	0.64	JNTWSORSSDLYPI	-0.0609842039205302	0.79387245581387	0.917745142362876	Acyl carnitines
7-(beta-D-Glucopyranosyloxy)-2-[(2S)-2-hydroxypropyl]-5-methyl-4H-1-benzopyran-4-one	4375	419.1319	1.5	3.6	C19H24O9	[M + Na]+	0.61	OUFZAUOJAQUDOD	-0.102776257554309	0.793936365274164	0.917745142362876	Phenolic glycosides
Fructose-phenylalanine	1955	328.1378	-3.9	0.5	C15H21NO7	[M + H]+	0.51	WZWDUEKBAIXVCC	0.0646202051480689	0.793599246747504	0.917745142362876	Alpha amino acids and derivatives
acetyltributylcitrate	4494	403.2315	-2.9	7.3	C20H34O8	[M + H]+	0.55	QZCLKYGREBVARF	0.0384459452827832	0.794492533629359	0.917806230645002	Tetracarboxylic acids and derivatives
as-Triazine, 5,6-di-2-pyridyl-3-methoxy-	4905	266.1017	-7.5	2.9	C14H11N5O	[M + H]+	0.53	MLUIUAAAHCMGQS	0.244809235821793	0.796922317867269	0.919739143437319	Alkyl aryl ethers
methyl 9-[4-[3,4-dihydroxy-5-(5-hydroxy-4-methylhex-2-enyl)oxan-2-yl]-3-methylbut-2-enoyl]oxynonanoate	6661	499.3272	1.3	8.3	C27H46O8	[M + H]+	0.53	PVGLGATUBMQZCZ	-0.0567957175826136	0.798984522627676	0.920477505124301	Fatty alcohol esters
Cinnamoylglycine	5008	206.0802	-4.6	3.2	C11H11NO3	[M + H]+	0.96	YAADMLWHGMUGQL	0.039705692762579	0.800219143108243	0.920477505124301	Alpha amino acids and derivatives
Stearoyllysophophatidylethanolamine	850	482.3232	-1.9	7	C23H48NO7P	[M + H]+	1	BBYWOYAFBUOUFP	-0.0311851254771067	0.808238678333546	0.924027103411424	Lysophosphatidylethanolamines
3alpha-Hydroxy-2alpha-methyl-5beta-androstane-17-one	2402	327.2318	7	6.6	C20H32O2	[M + Na]+	0.65	FDGQIVOIHOIMNK	-0.0511283686330437	0.810133836355378	0.924597397012479	Androgens and derivatives
Isosteviol	2793	319.2265	-1	5	C20H30O3	[M + H]+	0.94	KFVUFODCZDRVSS	0.0829863688550831	0.820318562575723	0.930255534114945	Diterpenoids
Palmitoylglycol	1415	323.256	0.9	7.1	C18H36O3	[M + Na]+	0.57	BXCRLBBIZJSWNS	-0.038380558084241	0.821462945141639	0.930685107465535	Fatty acid esters
1-palmitoyl-2-vernoloyl-phosphatidylcholine	4517	774.5666	2.9	7.9	C42H80NO9P	[M + H]+	0.89	HZKBHRZARZUXPO	-0.0570934591989605	0.823021000308058	0.930715531201081	Phosphatidylcholines
1-eicosenoyl-2-pentadecanoyl-sn-glycero-3-phosphocholine	2428	774.6005	-0.3	8.2	C43H84NO8P	[M + H]+	0.96	VATZLDBYQIOABD	-0.0570934591989605	0.823021000308058	0.930715531201081	Phosphatidylcholines
4-hydroxyheptanoicacid	7537	169.0844	5	1.3	C7H14O3	[M + Na]+	0.53	MYCCAWPBMVOJQF	0.0504427135376369	0.827745610118154	0.933742109527037	Medium-chain hydroxy acids and derivatives
palmitelaidate	946	255.231	-3.3	7.7	C16H30O2	[M + H]+	0.73	SECPZKHBENQXJG	0.032294766985336	0.827285839370533	0.933742109527037	Long-chain fatty acids
cis,cis-5,8-Tetradecandienoyl-L-carnitine, analytical standard	1880	368.2782	-3.6	5.5	C21H37NO4	[M + H]+	0.73	REUVFPFCXKWJQA	0.0418538910108331	0.831524175544706	0.93511213944235	Fatty acid esters
N-[4-[(2S,5S)-5-(4-acetamidobutyl)-3,6-dioxopiperazin-2-yl]butyl]acetamide	3227	363.1992	-2.9	0.8	C16H28N4O4	[M + Na]+	0.59	OKZHUJCGPDGMIC	-0.331746800062959	0.835680276589746	0.937767357675552	Alpha amino acids and derivatives
9-OxoOTrE	3430	293.213	6.2	7	C18H28O3	[M + H]+	0.57	ACHDMUPTZYZIGR	-0.0382123045081602	0.845071713837847	0.939532429242722	Lineolic acids and derivatives
1,2-Benzenedicarboxylic acid, methyl octyl ester	6438	293.1738	-3.3	7.1	C17H24O4	[M + H]+	0.74	SJMMDRTYFFDPBJ	-0.0382123045081602	0.845071713837847	0.939532429242722	Benzoic acid esters
Diethyl 1,1-cyclobutanedicarboxylate	1145	201.1116	-2.8	4.6	C10H16O4	[M + H]+	0.5	JPNJEJSZSMXWSV	-0.0312720920347946	0.847906790161483	0.94077154357132	Dicarboxylic acids and derivatives
NA	5622	577.0553	-6.6	2.6	C23H22O15	[M + K]+	0.56	XOQDRPGZSIOJPP	-0.190650974316182	0.849827391446346	0.941524845747024	NA
(2R,3R,4S)-1,2,3,4-Tetraacetoxyicosane	3487	515.357	-1.7	9.3	C28H50O8	[M + H]+	0.52	GZQQFTZVNJUIRB	0.228509628242486	0.854961061536074	0.944574818318599	Tetracarboxylic acids and derivatives
(2S,3S)-2-(3-hexyl-4-methyl-2,5-dioxopyrrol-1-yl)-3-hydroxybutanoic acid	4590	298.1643	-2.1	3.1	C15H23NO5	[M + H]+	0.59	PDIJXNGNSUILEE	0.119755966563713	0.855219646308751	0.944574818318599	Alpha amino acids and derivatives
topiramate	6216	362.0874	-1.7	3.8	C12H21NO8S	[M + Na]+	0.76	KJADKKWYZYXHBB	0.292039254005959	0.855677863986646	0.944601622389761	Dioxolopyrans
2-[(2-hydroxy-4-methoxybenzoyl)amino]acetic acid	5920	248.0533	1.3	3.7	C10H11NO5	[M + Na]+	0.61	JXJVNPKQDNFVFE	0.104559728170582	0.857555046496357	0.945812688683051	Hippuric acids and derivatives
Tauroursodeoxycholate	2701	500.3034	-1.2	4.4	C26H45NO6S	[M + H]+	0.99	BHTRKEVKTKCXOH	-0.0503003013168148	0.860392907966229	0.94727751082217	Dihydroxy bile acids, alcohols and derivatives
QZUORFHTBYGMJJ-XITDDSKBSA-	1701	535.3246	-3.7	7.9	C30H46O8	[M + H]+	0.55	QZUORFHTBYGMJJ	-0.0308782477678	0.870667692327141	0.952407040766971	Bile acids, alcohols and derivatives
1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycero-3-phosphoethanolamine	871	526.2919	-1.7	6.2	C27H44NO7P	[M + H]+	0.9	XEVRBOQZSXWGQO	0.0255607724584768	0.879281153014826	0.95495484367036	Lysophosphatidylethanolamines
N-indoleacetylglutamine	4860	304.1292	-0.1	2.4	C15H17N3O4	[M + H]+	0.79	DVJIJAYHBZALOJ	0.0566247198827285	0.882006156290325	0.956205841852204	Alpha amino acids and derivatives
POV-PC	645	594.3749	-2.9	7	C29H56NO9P	[M + H]+	1	RKIDALSACBQVTN	0.026467791808358	0.887171491031263	0.958742053094108	Phosphatidylcholines
2-acetamido-N-[1-[[5-(diaminomethylideneamino)-1-hydroxypentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]-4-methylpentanamide	1491	437.2877	6.8	7.6	C19H38N6O4	[M + Na]+	0.55	DVEGOYAUCVVHQE	-0.024230603847513	0.893224074612982	0.961224018918131	Dipeptides
Oxabolone	3493	291.1953	-0.5	5	C18H26O3	[M + H]+	0.56	GXHBCWCMYVTJOW	-0.247255501606136	0.892020338016083	0.961224018918131	Estrogens and derivatives
3-(3'-hydroxydecanoyloxy)tetradenenoic acid	4203	437.3229	-2	7.5	C24H46O5	[M + Na]+	0.51	PMWHJUYDRMLASR	-0.024230603847513	0.893224074612982	0.961224018918131	Fatty acid esters
Androsterine	4933	291.2318	-0.3	4.8	C19H30O2	[M + H]+	0.95	QGXBDMJGAMFCBF	-0.247255501606136	0.892020338016083	0.961224018918131	Androgens and derivatives
(6R,7S)-6,7,16-trihydroxyhexadecanoic acid	3535	327.216	5.5	4.3	C16H32O5	[M + Na]+	0.65	LPWGTPCEMCUULF	-0.142752883401121	0.896261386699078	0.962900935469946	Long-chain fatty acids
diphenhydramine	6384	256.1686	-3.9	4	C17H21NO	[M + H]+	0.94	ZZVUWRFHKOJYTH	0.0939751173533754	0.900183563986484	0.963988273141313	Diphenylmethanes
TRIBUTYL CITRATE	3518	383.2026	-3.8	6.5	C18H32O7	[M + Na]+	0.54	ZFOZVQLOBQUTQQ	0.0605275305606843	0.903424786504093	0.965254190970211	Tricarboxylic acids and derivatives
(E)-Tridec-2-enedioic acid	6554	243.1577	-5.9	4.2	C13H22O4	[M + H]+	0.56	QMTCVGUNYZWEJH	0.0495368886741452	0.911114231452458	0.966602113123947	Long-chain fatty acids
hexylresorcinol	6024	195.1374	-3.1	3.2	C12H18O2	[M + H]+	0.53	WFJIVOKAWHGMBH	-0.108267734972027	0.911008125170044	0.966602113123947	Resorcinols
rac Naproxen-d3 Methyl Ester	4747	245.1166	-2.6	5.9	C15H16O3	[M + H]+	0.6	ZFYFBPCRUQZGJE	0.0420769003653716	0.916138948319741	0.969706482876937	Naphthalenes
4-(1H-indol-3-yl)-4-oxobutanoic acid	3433	218.0801	-4.7	1.1	C12H11NO3	[M + H]+	0.62	NLUOPJQCFYTMGC	-0.0727884914749809	0.91664606702794	0.969831217421206	Indoles
1,1-Cyclopentanediacetic acid	7534	187.096	-2.8	3.5	C9H14O4	[M + H]+	0.55	FWPVKDFOUXHOKQ	-0.0521170441968611	0.91756882796895	0.97023272793987	Dicarboxylic acids and derivatives
3,4,5-trimethoxydihydrocinnamate	2102	241.1059	-4.6	4.6	C12H16O5	[M + H]+	0.5	ZCYXGVJUZBKJAI	0.0273400755714308	0.919283682466846	0.9712108910167	Phenylpropanoic acids
methyl 2-(2-methoxyethylamino)acetate	1579	170.0797	5.4	0.7	C6H13NO3	[M + Na]+	0.5	DOYRRBSQRQWDHJ	-0.0409348946267973	0.920946368764278	0.971362743528159	Alpha amino acids and derivatives
7alpha-Hydroxy-17alpha-methyltestosterone	2795	341.2104	4.9	5.5	C20H30O3	[M + Na]+	0.7	HBNWWAPEFHXKKT	-0.0749511920994945	0.921032368612815	0.971362743528159	Androgens and derivatives
Cefpodoxima	749	428.0684	-2.2	2.5	C15H17N5O6S2	[M + H]+	0.85	WYUSVOMTXWRGEK	0.110871836114097	0.924504770965312	0.973165534355242	Cephalosporins
Hexadecanamide	146	256.2643	3.2	7.7	C16H33NO	[M + H]+	1	HSEMFIZWXHQJAE	0.0172706401459395	0.926904484001369	0.973316736110602	Carboximidic acids
1-(1Z-tetradecenyl)-sn-glycero-3-phosphocholine	5157	452.3107	-6.4	8.4	C22H46NO6P	[M + H]+	0.54	AAFONNYQRYRPOU	-0.0170758830439111	0.933930440235247	0.978186190562305	Glycerophosphocholines
3alpha,12alpha-Dihydroxy-5beta-chol-6-en-24-oic acid	1563	391.2824	-4.8	5.2	C24H38O4	[M + H]+	0.85	LNOFKAWCANXKAC	-0.0194330874464796	0.935593850732285	0.979500549844284	Dihydroxy bile acids, alcohols and derivatives
bkas#24	3522	411.2345	-2.2	7.5	C20H36O7	[M + Na]+	0.52	ADCGSPXIVLKMAL	-0.0354230832285825	0.938877092908975	0.980518599181305	Long-chain fatty acids
(3R,16R)-3,16-dihydroxymargaric acid	1012	303.2516	-4.6	7.1	C17H34O4	[M + H]+	0.62	ZUAQRTYBJMLPLN	-0.0068216862472863	0.942812524045635	0.981569304937035	Long-chain fatty acids
3-Hydroxytetradecanedioate	7218	275.1848	-2	4.6	C14H26O5	[M + H]+	0.71	CEDZIURHISELSQ	-0.0270018730198287	0.943808090149773	0.981857125153114	Long-chain fatty acids
(2r,4s)-2-[(1r)-1-({(2r)-2-[(4-Ethyl-2,3-Dioxopiperazin-1-Yl)amino]-2-Phenylacetyl}amino)-2-Oxoethyl]-5,5-Dimethyl-1,3-Thiazolidine-4-Carboxylic Acid	4266	492.1909	-0.4	3.6	C22H29N5O6S	[M + H]+	0.66	FLMJTSOTBGMFLJ	-0.0472385897355221	0.945126622857705	0.981857125153114	Alpha amino acids and derivatives
9-[3-Hydroxy-4-(hydroxymethyl)cyclopentyl]-2-imino-3,9-dihydro-2H-purin-6-ol	7447	266.1266	6.9	3.9	C11H15N5O3	[M + H]+	0.5	ZEKJSNVOQKQOFO	-0.0190705643838691	0.94572385419885	0.981857125153114	Nucleoside and nucleotide analogues
mupirocincalcium	7552	523.2868	-1.9	6.1	C26H44O9	[M + Na]+	0.57	MINDHVHHQZYEEK	-0.0235992932173263	0.946493399855445	0.982037390973772	Medium-chain fatty acids
Tetradecanoylcarnitine	1896	372.3093	-4.1	6.1	C21H41NO4	[M + H]+	0.99	PSHXNVGSVNEJBD	-0.0103146186851419	0.947324207314468	0.982082139461529	Acyl carnitines
Cholest-5-en-3b-ol-7-one	3332	401.3402	-3.1	8.8	C27H44O2	[M + H]+	0.9	YIKKMWSQVKJCOP	0.0156114077843967	0.947344383500318	0.982082139461529	Cholesterols and derivatives
Elaidinsaeure	1196	283.2631	-0.2	7.1	C18H34O2	[M + H]+	0.69	ZQPPMHVWECSIRJ	-0.00785209440967577	0.94731298984901	0.982082139461529	Long-chain fatty acids
(4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-10-[(2S,3R,4R,5S)-3,4-dihydroxy-5-[(2R,3R,4S,5S,6S)-3,4,5-trihydroxy-6-methoxyoxan-2-yl]oxyoxan-2-yl]oxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid	7435	767.4587	1.4	7.4	C41H66O13	[M + H]+	0.52	CVFNXWVSEJBHMJ	0.0713971525512669	0.952918807189489	0.982924459581438	Triterpenoids
Gallicynoic Acid E	3490	327.2164	-0.6	5	C18H30O5	[M + H]+	0.57	IRDUBXGVWQSMKQ	-0.0897156665037273	0.953815382732322	0.982924459581438	Long-chain fatty acids
N-[8-hydroxy-1,4a-dimethyl-7-(1-morpholin-4-yl-1-oxopropan-2-yl)-2,3,4,5,6,7,8,8a-octahydro-1H-naphthalen-2-yl]acetamide	4554	403.258	3.2	4.4	C21H36N2O4	[M + Na]+	0.52	OLLSCVVJDWGJAR	-0.00802568283963115	0.954204557299373	0.982924459581438	Eudesmane, isoeudesmane or cycloeudesmane sesquiterpenoids
4(3H)-Quinazolinone, 2-((2-methoxyphenoxy)methyl)-3-(2-pyridinyl)-	3974	360.1322	-5.7	3.5	C21H17N3O3	[M + H]+	0.5	OOJHHFFLHTUWEI	0.0484766892566656	0.954065380311633	0.982924459581438	Quinazolines
Octadecyl citrate	3491	445.3156	-0.9	8.5	C24H44O7	[M + H]+	0.75	REVZBRXEBPWDRA	-0.0264280658443417	0.954339254268191	0.982924459581438	Tricarboxylic acids and derivatives
